Rank,Team,Conf,Region,Rating,MOV+,SOR,E+,G+,A+,BA,EAW,GAW,AAW,Wins,Losses,DIII W,DIII L,Conf W,Conf L,Poll_Index
121,St. Scholastica,MIAC,6,-9.53856243015832,-22.527195342013428,0.9903964495123122,0,0,1,0,0.0013852306647519352,0.03301093369362562,0.24685214801714106,1,0,1,0,0,0,-0.07441151103706947
122,University of New England,CNE,1,-2.4321164272248557,-27.24699244540411,0.9859296754086367,0,0,0,1,0.0022139262274701865,0.045312661027122836,0.29519803294713076,1,0,1,0,0,0,-0.08168537127174792
123,Kean,NJAC,2,-3.0489645087356148,-29.826149809391858,0.9823212577663466,0,0,0,1,0.002935729744875326,0.05468528511381732,0.32737164361857785,1,0,1,0,0,0,-0.0948329844841367
124,Trine,MIAA,4,6.898309361090776,-27.904368999800486,1,0,0,0,1,-0.6744363078084592,-0.24144885833499852,-0.03176273312521527,0,1,0,1,0,0,-0.09622697472606012
125,Chicago,MWC,5,-3.7474596222737513,-20.068178039638486,1,0,0,1,0,-0.7437676792098593,-0.3089455880161438,-0.04919724254740221,0,1,0,1,0,0,-0.12484617023966124
126,Concordia Wis.,NACC,5,-3.8729426097667976,-26.26458281406473,0.9981435454233759,0,0,0,1,1.9100473000954743e-4,0.008234242802859226,0.1066544966120403,1,0,1,0,0,0,-0.1277982611771905
127,Albion,MIAA,4,9.449140411695158,-21.918888339539585,1,0,0,1,0,-0.9459699030621198,-0.6747714570497754,-0.24173924044845485,0,1,0,1,0,0,-0.13843641458966285
128,Stevenson,MAC,1,-3.065874096201101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.14789730218252325
129,Adrian,MIAA,4,-3.0711911345017566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.14815379530506947
130,Washington and Jefferson,PAC,2,16.535214128377294,-29.999798527617127,1,0,0,0,1,-0.9221746576039223,-0.604882762766371,-0.18731340985504796,0,1,0,1,0,0,-0.15488927314801232
131,Pacific Lutheran,NWC,6,9.315781333356194,-21.348909899281303,1,0,0,1,0,-0.9661385829678661,-0.7495265028585129,-0.3153130881280466,0,1,0,1,0,0,-0.16192097572173317
132,Millikin,CCIW,5,-15.104833876281013,-22.503038064084727,0.9996180845475786,0,0,1,0,2.9570302320869324e-5,0.002102444134746251,0.043769810024746336,1,0,1,0,0,0,-0.16420134412621143
133,St. Lawrence,LL,2,-4.605361609269764,-33.00924185658367,0.9991599147457126,0,0,0,1,7.464349943231419e-5,0.004164835052870464,0.06883018158677356,1,0,1,0,0,0,-0.18232356011237263
134,Rhodes,SAA,3,-3.825983040285092,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.18456484255351405
135,King's,MAC,1,4.800823196462154,-20.20221382371583,1,0,0,1,0,-0.9602282078988336,-0.7255783475355903,-0.28966903722043236,0,1,0,1,0,0,-0.19361413880978703
136,Carthage,CCIW,5,-4.117429914579377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.19862419564014724
137,Misericordia,MAC,1,-9.214665324311897,-15.04263827645509,1,0,0,1,0,-0.8349420591564558,-0.4285897623391901,-0.09113276857512687,0,1,0,1,0,0,-0.19976758988739157
138,Curry,CNE,1,-5.282497683109829,-36.54815537977482,0.9973771745892217,0,0,0,1,2.885200098134977e-4,0.011058959982976013,0.1282944153980321,1,0,1,0,0,0,-0.20424135269074736
139,Catholic,LAND,2,-6.7183681719279775,-37.49699746526169,0.9952836666017857,0,0,0,1,5.839706182094728e-4,0.018185753428411777,0.17389014208771192,1,0,1,0,0,0,-0.2179656535233119
140,Simpson,ARC,5,-4.664879971589482,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.22503310349836222
141,Pacific,NWC,6,4.795232893324923,-25.3473222400498,1,0,0,1,0,-0.9610195795424812,-0.7286702101671408,-0.29285955634779837,0,1,0,1,0,0,-0.22709565876576807
142,LaGrange,USAC,3,-5.018385609011524,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.2420861619216733
143,SUNY-Maritime,NEWMAC,1,-9.325084483858877,-36.40006053701267,0.9972992070931647,0,0,0,1,2.988129206942247e-4,0.011338186325672628,0.13029508877551765,1,0,1,0,0,0,-0.24518739257294192
144,Waynesburg,PAC,2,-9.258317415387236,-28.867406585083902,1,0,0,0,1,-0.626130480893067,-0.20264123006684165,-0.02351276154455395,0,1,0,1,0,0,-0.2515833611060059
145,St. Norbert,NACC,5,4.6294285456467446,-38.086388672727686,1,0,0,0,1,-0.8192689031118282,-0.4046753658084833,-0.0814913553300809,0,1,0,1,0,0,-0.2548767584247118
146,Plymouth State,MASCAC,1,-14.240603299985237,-28.914432363928263,0.9998680407114391,0,0,0,1,8.57869794057553e-6,8.30010329417874e-4,0.023223782578094765,1,0,1,0,0,0,-0.26131539447781854
147,Lebanon Valley,MAC,1,-3.15327339074658,-23.122631364962537,1,0,0,1,0,-0.9321279795445729,-0.6323118542384752,-0.20728909289852582,0,1,0,1,0,0,-0.26264098759282356
148,Bates,NESCAC,1,-5.863329554244596,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.2828461299028347
149,Juniata,LAND,2,-19.287989360326147,-32.3200679378239,0.9836562901974071,0,0,0,1,0.002663733056886719,0.05126709698462484,0.3160248308759376,1,0,1,0,0,0,-0.28337941181532944
150,Hendrix,SCAC,3,1.0653835930417657,-32.75491654601787,1,0,0,0,1,-0.860738201277799,-0.472015551459245,-0.11046660960625942,0,1,0,1,0,0,-0.28479631478438494
151,Carroll,CCIW,5,5.96232530943389,-34.658966022582234,1,0,0,0,1,-0.9281440036270754,-0.6210579302264141,-0.1988919585150044,0,1,0,1,0,0,-0.30020243889441006
152,Ohio Northern,OAC,4,8.503002088349184,-35.05101314927758,1,0,0,0,1,-0.9928328781858962,-0.9023278387422657,-0.5560982114523029,0,1,0,1,0,0,-0.3734215064021432
153,Lakeland,NACC,5,-7.8113627244434465,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.3768189550724891
154,Delaware Valley,MAC,1,2.4993308597335773,-42.030534533904685,1,0,0,0,1,-0.9313505361347707,-0.6300851847119273,-0.20560470655612129,0,1,0,1,0,0,-0.3858729854982071
155,WPI,NEWMAC,1,-8.015673423229446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.3866748722462951
156,Hartwick,E8,2,-26.51983702928793,-30.288683112336287,0.9999998138561415,0,0,0,1,4.926434815644143e-9,2.3316008552765055e-6,3.067779607033305e-4,1,0,1,0,0,0,-0.3996668541544558
157,Loras,ARC,5,-9.234789715951067,-55.234297134426136,1,0,0,0,1,-0.5858707120526782,-0.17440227094259186,-0.018274936916574558,0,1,0,1,0,0,-0.4023199806611301
158,Amherst,NESCAC,1,-8.494752443806842,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.409785571659372
159,Capital,OAC,4,-9.171433944582452,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.4424285847973026
160,Macalester,MIAC,6,-19.702489435585527,-49.014970351517334,0.9997324071528602,0,0,0,1,1.9516306069222722e-5,0.0015417619464104249,0.03550290961197533,1,0,1,0,0,0,-0.4437012721671786
161,Lycoming,LAND,2,-2.8211718991598542,-29.435230721679822,1,0,0,0,1,-0.9904915754327933,-0.883242750040004,-0.5149601034571549,0,1,0,1,0,0,-0.4493870472879225
162,Albright,MAC,1,-21.760401528045435,-47.082769626230125,0.999173337195556,0,0,0,1,7.323898450573019e-5,0.0041072996851473365,0.06820767810485029,1,0,1,0,0,0,-0.4498489764616037
163,Anderson,HCAC,4,-27.013581547987126,-42.255700441016195,0.9972211978885114,0,0,0,1,3.0917432892429986e-4,0.01161624750259782,0.13226598311348403,1,0,1,0,0,0,-0.466231096419426
164,St. Vincent,PAC,2,-24.18342645543246,-44.95606280923711,0.9999882086347534,0,0,0,1,5.342421437459777e-7,9.775791143873391e-5,0.005071805519725414,1,0,1,0,0,0,-0.4672592946855421
165,Morrisville State,E8,2,-4.584717065004098,-29.507737015185544,1,0,0,0,1,-0.9906094696504395,-0.8841521505982035,-0.5168128510444288,0,1,0,1,0,0,-0.4685592821248138
166,Hamline,MIAC,6,-18.206642388535457,-57.79076555286919,0.9999836109865978,0,0,0,1,7.780669604162682e-7,1.3109846371528455e-4,0.006276654835470463,1,0,1,0,0,0,-0.4855749475743628
167,Nebraska Wesleyan,ARC,5,-10.160360305003648,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.49013424268609385
168,Montclair State,NJAC,2,-4.158792125766912,-37.485274644006424,1,0,0,0,1,-0.9844621013158795,-0.8418896822711055,-0.43975455427234,0,1,0,1,0,0,-0.4995610592502135
169,Buffalo State,LL,2,-10.641932741345478,-47.673735878527715,1,0,0,0,1,-0.8595808382512435,-0.46994499748072527,-0.10948824191655004,0,1,0,1,0,0,-0.4999618595870931
170,Coast Guard,NEWMAC,1,-6.005559701016347,-32.89088893367479,1,0,0,0,1,-0.9895644130387478,-0.876253609162539,-0.5010430361722582,0,1,0,1,0,0,-0.5018729065572478
171,Allegheny,PAC,2,-14.597580684259528,-27.803320796561405,1,0,0,0,1,-0.9579853015127122,-0.71699046605273975,-0.280983639166424,0,1,0,1,0,0,-0.5048497753688391
172,Mass-Dartmouth,MASCAC,1,-1.6347818363327464,-43.498643362067355,1,0,0,0,1,-0.9818189576660459,-0.8261369437717516,-0.41494715070709653,0,1,0,1,0,0,-0.5056475315542944
173,Millsaps,SAA,3,-6.9219650583528995,-42.07019354830249,1,0,0,0,1,-0.953596692575081,-0.7008785199589392,-0.26535674010641386,0,1,0,1,0,0,-0.50900025163311
174,Greenville,UMAC,6,-14.536711825975516,-32.96277858223269,1,0,0,0,1,-0.9389095914111217,-0.6524111168985388,-0.22302762922166464,0,1,0,1,0,0,-0.5143445049150193
175,Kenyon,NCAC,4,-10.738987580004594,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.5180471348194998
176,Methodist,USAC,3,-13.651691837060515,-33.96950031999038,1,0,0,0,1,-0.946324841693859,-0.6759386246756874,-0.24275294405019188,0,1,0,1,0,0,-0.519625806934536
177,Kalamazoo,MIAA,4,-10.792652037821444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.5206359001390002
178,Hamilton,NESCAC,1,-10.843630060142747,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.523095072216961
179,Martin Luther,UMAC,6,-25.77785021994149,-51.20247897428936,0.9999966048659217,0,0,0,1,1.296934315497822e-7,3.20823025250494e-5,0.002233845166883186,1,0,1,0,0,0,-0.5233653700680271
180,William Paterson,NJAC,2,-10.939736968125974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.5277312549060792
181,Austin,SCAC,3,-11.32873610645667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.5464965144389881
182,Cornell,MWC,5,-16.046511263834034,-56.467413619245804,1,0,0,0,1,-0.751936692387051,-0.3180176661287304,-0.05185841371480393,0,1,0,1,0,0,-0.5500888146147282
183,Olivet,MIAA,4,-5.685035028826292,-43.73818722604162,1,0,0,0,1,-0.9824936094940689,-0.8300503893893714,-0.42094295643975377,0,1,0,1,0,0,-0.5507418768383492
184,Augsburg,MIAC,6,-9.24104036681265,-44.06974772423526,1,0,0,0,1,-0.9594944254815492,-0.7227407580333485,-0.28677080888534145,0,1,0,0,0,0,-0.5532730942171089
185,Concordia-Chicago,NACC,5,-31.652212195168424,-51.05191122577357,0.9995760434524799,0,0,0,1,3.3415393998703635e-5,0.0023024308230914503,0.04651728057126703,1,0,1,0,0,0,-0.5801578796939307
186,McDaniel,CC,2,-12.255564720873927,-33.1771406783779,1,0,0,0,1,-0.9951319897251106,-0.92381646892603,-0.6092536180505748,0,1,0,1,0,0,-0.5860558519342899
187,Geneva,PAC,2,-6.262222509034791,-48.6974626662185,1,0,0,0,1,-0.9823804437811005,-0.8293890836290019,-0.41992228170823487,0,1,0,1,0,0,-0.5877309132398577
188,Wooster,NCAC,4,-12.402055389497736,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.5982732741366379
189,Rockford,NACC,5,-25.530407916196705,-65.34563996909905,0.9999956101737664,0,0,0,1,1.7357368253811956e-7,4.039884488038492e-5,0.0026502912537782475,1,0,1,0,0,0,-0.6097241756412436
190,Fitchburg State,MASCAC,1,-34.557567165233,-51.43097339447645,0.999999984914974,0,0,0,1,2.987643465957035e-10,2.3615201349969084e-7,5.150525203334588e-5,1,0,1,0,1,0,-0.6165105901127422
191,Willamette,NWC,6,-19.16748486794789,-39.79499943665468,1,0,0,0,1,-0.9518572334394304,-0.6947249061214485,-0.25960686343986483,0,1,0,1,0,0,-0.6202926567787285
192,Alvernia,MAC,1,-19.03599741520925,-40.4593120780773,1,0,0,0,1,-0.955969753328482,-0.7094821106641724,-0.2735958043948733,0,1,0,1,0,0,-0.6281775565481805
193,Bridgewater State,MASCAC,1,-15.306722635387057,-35.741270189559756,1,0,0,0,1,-0.9936669779542447,-0.9097435373326355,-0.5735153873021213,0,1,0,1,0,0,-0.6288006305491937
194,FDU-Florham,MAC,1,-8.993399080754546,-50.479391537041764,1,0,0,0,1,-0.9944627470931141,-0.9172017733952349,-0.5919821293700613,0,1,0,1,0,0,-0.6584034612827816
195,Westminster Mo.,UMAC,6,-36.098621702944854,-59.5106788676093,0.999989937752741,0,0,0,1,4.45866202847256e-7,8.485711179229138e-5,0.004574346459648826,1,0,1,0,0,0,-0.6831246331247615
196,Gettysburg,CC,2,-9.861295431373968,-48.52942210471391,1,0,0,0,1,-0.9998910871962169,-0.9945133215332342,-0.9176899975145467,0,1,0,1,0,0,-0.6895405050793619
197,Northwestern Minn.,UMAC,6,-17.58859392695321,-47.404919537960154,1,0,0,0,1,-0.9815490272305865,-0.824590295702886,-0.41260653465782193,0,1,0,1,0,0,-0.6960914488998381
198,Wilmington,OAC,4,-14.484919769694006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.6987503364611489
199,Elmhurst,CCIW,5,-14.574439877481545,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.703068772906165
200,Puget Sound,NWC,6,-13.7042617009276,-56.96016665332486,1,0,0,0,1,-0.9769368036462585,-0.7996547641197842,-0.3769665774766472,0,1,0,1,0,1,-0.7071596123571798
201,Brevard,USAC,3,-7.391406219298402,-58.9924079621731,1,0,0,0,1,-0.9989858101204054,-0.9733325294161705,-0.7818195031251307,0,1,0,0,0,0,-0.7179465875662945
202,Wisconsin Lutheran,NACC,5,-13.0684228355635,-51.77999517454608,1,0,0,0,1,-0.9989383783507841,-0.9724814264917603,-0.7777858266907103,0,1,0,1,0,0,-0.7313941820506166
203,Otterbein,OAC,4,-17.94761538270129,-56.099545824429825,1,0,0,0,1,-0.9696011830073012,-0.7645815886749048,-0.33260619282412884,0,1,0,1,0,0,-0.7340494197784256
204,Norwich,NEWMAC,1,-20.76780911219591,-44.064134115719696,1,0,0,0,1,-0.9928495959988237,-0.9024728469823291,-0.5564304142025733,0,1,0,1,0,0,-0.7354715282316865
205,Hiram,PAC,2,-27.92256207494517,-50.62838175211965,1,0,0,0,1,-0.9278750371560893,-0.6203118590826262,-0.19834537086645354,0,1,0,1,0,0,-0.7538203845925154
206,Massachusetts Maritime,MASCAC,1,-19.941288030562745,-44.56651722824664,1,0,0,0,1,-0.9988886669761898,-0.9716033585355848,-0.7736893848352278,0,1,0,1,0,0,-0.7572986326180047
207,Alfred State,E8,2,-15.014267696628437,-51.472354054437055,1,0,0,0,1,-0.9999490540064557,-0.996854311153428,-0.9427573243638888,0,1,0,1,0,0,-0.7636172555251617
208,Buena Vista,ARC,5,-16.02509907740725,-60.0169350630532,1,0,0,0,1,-0.987910850486659,-0.8644293302633447,-0.4787033450749205,0,1,0,1,0,0,-0.7728724524670675
209,Ripon,MWC,5,-16.033716546624635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.7734640584697784
210,Anna Maria,MASCAC,1,-17.25440792071122,-61.895269303615294,1,0,0,0,1,-0.982924315708698,-0.832585748721713,-0.4248848062616557,0,1,0,1,0,0,-0.7864988788777293
211,Thiel,PAC,2,-21.8058103076148,-51.11437535415456,1,0,0,0,1,-0.9966282069705215,-0.9400748326151571,-0.65599457087292,0,1,0,1,0,0,-0.8047210800853244
212,La Verne,SCIAC,6,-17.557144672879097,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.8469540006109747
213,Bluffton,HCAC,4,-17.662415445423164,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.8520322467389646
214,Nichols,CNE,1,-23.890157015671186,-59.40181968805797,1,0,0,0,1,-0.9904368153796949,-0.8828219975710869,-0.5141062428184108,0,1,0,1,0,0,-0.8574942949767782
215,Greensboro,USAC,3,-18.143695353369267,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.8752491166254613
216,Gallaudet,ODAC,3,-25.623997119780196,-52.00183427243319,1,0,0,0,1,-0.9999423430310141,-0.9965541650960741,-0.9392114712532209,0,1,0,1,0,0,-0.8773588166792542
217,Minnesota-Morris,UMAC,6,-23.810478481385815,-56.11098470161836,1,0,0,0,1,-0.9999856402880578,-0.99877538275332,-0.9696515900376859,0,1,0,1,0,0,-0.886379835209169
218,Bethany,PAC,2,-24.22641479059129,-66.75657608373204,1,0,0,0,1,-0.9963877247359818,-0.937296289729618,-0.6475150006271972,0,1,0,1,0,0,-0.9272815191558184
219,Framingham State,MASCAC,1,-27.47098679900172,-60.86543390957978,1,0,0,0,1,-0.9976099853023743,-0.9523073312966797,-0.6963052353571939,0,1,0,1,0,0,-0.93003790992343
220,Averett,ODAC,3,-21.931542550867704,-76.04649724291144,1,0,0,0,1,-0.9858130111729815,-0.8504186042377493,-0.45397854802689064,0,1,0,1,0,0,-0.9304450979899207
221,Grinnell,MWC,5,-30.556197845067405,-52.94392217997329,1,0,0,0,1,-0.999901940078461,-0.9949167860377004,-0.9216518369504223,0,1,0,1,0,0,-0.9334561101504183
222,Crown,UMAC,6,-36.549332808481424,-48.66541489498538,1,0,0,0,1,-0.999552316066235,-0.9849072691172354,-0.8446613959678113,0,1,0,1,0,0,-0.962889893707626
223,Guilford,ODAC,3,-20.237503231735126,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.9762540916446674
224,Luther,ARC,5,-29.0442655576348,-73.34626662066879,1,0,0,0,1,-0.9996973644074949,-0.9885588813062383,-0.86897287128724,0,1,0,1,0,0,-1.0419127848315746
225,Beloit,MWC,5,-41.10420722471128,-52.98918042264663,1,0,0,0,1,-0.999924968909855,-0.9958193422139283,-0.9309992152750151,0,1,0,1,0,0,-1.044442685480007
226,New England College,CNE,1,-33.45565985747833,-70.48203604437299,1,0,0,0,1,-0.9996293653379587,-0.9867904713323452,-0.8568219845179519,0,1,0,1,0,0,-1.068895185267646
227,Hilbert,LL,2,-37.71463006484934,-68.6421989618824,1,0,0,0,1,-0.9998941467177193,-0.9946258217283703,-0.9187825765105653,0,1,0,1,0,0,-1.1066559550155262
228,Manchester,HCAC,4,-43.05190636115938,-71.34005444733262,1,0,0,0,1,-0.9999991014499391,-0.9998533522325056,-0.9931932751407718,0,1,0,1,0,0,-1.184369189282702
229,Roanoke,ODAC,3,-24.552112926265696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.184390210013755
230,Lyon,SCAC,3,-24.82511440162067,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.1975597598484595
231,Lawrence,MWC,5,-46.743706467839445,-73.01928296432925,1,0,0,0,1,-0.9999805070614475,-0.9984596206908928,-0.9645186977261682,0,1,0,1,0,0,-1.231597458435832
232,Keystone,IND,2,-26.134668492695784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.2607324509162636
233,Southern Virginia,USAC,3,-29.659503302489103,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.430769948429105
234,Oberlin,NCAC,4,-48.46040309165726,-109.8712099379006,1,0,0,0,1,-0.9926002877554994,-0.9003247685191508,-0.5515419965960097,0,1,0,1,0,0,-1.4374883220894559
235,Maine Maritime,CNE,1,-51.04725036794852,-98.97860953573786,1,0,0,0,1,-0.9999419910827727,-0.9965387047048863,-0.9390320972288129,0,1,0,1,0,0,-1.438018961830047
236,Dean,MASCAC,1,-58.18954065008869,-93.01633967168294,1,0,0,0,1,-0.9999937771549579,-0.9993495574370685,-0.980393193400187,0,1,0,1,0,1,-1.477809326802999
237,Westfield State,MASCAC,1,-30.912720257822194,NA,NA,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,-1.4912249445989811
238,Eureka,NACC,5,-31.478296495804116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.5185082566827075
239,Knox,MWC,5,-33.10803759042898,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.5971267203207522
240,Castleton,NJAC,2,-38.529105969068766,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.858638238077227
241,Worcester State,MASCAC,1,-38.65446103334603,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1.8646853473973706
