Home,H Score,H Win%,Away,A Score,A Win%,Spread,Total,Game Score,H Conf,A Conf,Conf_H,W_H,L_H,DIII W_H,DIII L_H,ConfW_H,ConfL_H,NPI_H,Rank_H,SOS_H,QWB_H,Pool A_H,Pool C_H,Playoff_H,Top 8%_H,Change_H,Bowl_H,R40W%_H,R32W%_H,R16W%_H,R8W%_H,R4W%_H,R2W%_H,Wk5_Lev_H,Wk6_Lev_H,Wk7_Lev_H,Wk8_Lev_H,Wk9_Lev_H,Wk10_Lev_H,Wk11_Lev_H,Conf_A,W_A,L_A,DIII W_A,DIII L_A,ConfW_A,ConfL_A,NPI_A,Rank_A,SOS_A,QWB_A,Pool A_A,Pool C_A,Playoff_A,Top 8%_A,Change_A,Bowl_A,R40W%_A,R32W%_A,R16W%_A,R8W%_A,R4W%_A,R2W%_A,Wk5_Lev_A,Wk6_Lev_A,Wk7_Lev_A,Wk8_Lev_A,Wk9_Lev_A,Wk10_Lev_A,Wk11_Lev_A
Endicott,35.289376119877154,0.8833908145671008,University of New England,16.836649106453727,0.11660918543289915,18.452727013423427,52.12602522633088,-7.364999693477618,CNE,CNE,CNE,8.7526,1.2474,8.7526,1.2474,6.7526,0.2474,65.53257277,26.4428,54.7301367,0.429787845,0.8433,7e-4,0.844,8e-4,0.0622,0.1318,0.7818,0.1938,0.0306,0.0033,3e-4,1e-4,0.875453077,0,0.521727611,0.269130555,0.844,-0.156093656,0.436160519,CNE,8.5463,1.4537,8.5463,1.4537,5.5463,1.4537,63.26843805,38.3575,50.99628827,0.231153704,0.105,0.4342,0.5392,0.0328,0.2191,0.1733,0.4009,0.0312,0.0022,1e-4,0,0,0.456369274,0,0.539469735,0.612600601,0.529977304,0.7000411,0.502043775
Denison,33.98075771182712,0.753065207087584,Ohio Wesleyan,23.438416087781096,0.24693479291241602,10.54234162404602,57.41917379960822,-7.390186284431585,NCAC,NCAC,NCAC,4.8906,5.1094,4.8906,5.1094,3.8906,4.1094,49.87374289,123.1432,50.30475997,0.16449255,0.002,1e-4,0.0021,0,-0.0165,0.0562,9e-4,0,0,0,0,0,0.002900152,0.002393162,0.007874016,0.024822695,0.00210042,0.002517684,0.020231214,NCAC,4.0302,5.9698,4.0302,5.9698,3.0302,4.9698,45.82099173,151.479,48.92856119,0.168532696,5e-4,0,5e-4,0,2e-4,0.0086,2e-4,0,0,0,0,0,0.001812251,0.012254902,5.61356e-4,6.68807e-4,0.008423864,0.017123288,5.0045e-4
Rose-Hulman,7.940332420483555,0.14244533678149293,Hanover,24.245331965414437,0.857554663218507,-16.30499954493088,32.185664385897994,-8.658033927846308,HCAC,HCAC,HCAC,3.7086,6.2914,3.7086,6.2914,3.6711,2.3289,45.21814957,155.5368,50.1553617,0.087385554,0.0738,0,0.0738,0,-0.0016,0.1654,0.0088,6e-4,1e-4,0,0,0,0.322602925,0.10203551,0.045229437,0.075020937,0.054948494,0.069209622,0.212574933,HCAC,7.1618,2.8382,7.1618,1.8382,5.1918,0.8082,61.00271577,49.879,49.79247984,0.413596169,0.5064,0,0.5064,0,-0.007,0.3222,0.3488,0.0593,0.0107,0.0014,3e-4,0,0.395359319,0.793263382,0.188282828,0.306706707,0.253103685,0.12,0.395760912
Alma,47.92629003002073,0.9436727349427281,Calvin,22.820585390891956,0.056327265057272063,25.105704639128774,70.74687542091269,-8.789853062308236,MIAA,MIAA,MIAA,7.5432,2.4568,7.5432,2.4568,6.5432,0.4568,63.50879844,35.1967,56.43768123,0.518889517,0.8453,3e-4,0.8456,0,0.481,0,0.6915,0.2334,0.093,0.0292,0.0079,0.0021,0.359393668,0,0.26323363,0.317391755,0.450756796,0.330558376,0.56110821,MIAA,6.2275,3.7725,6.2275,3.7725,3.2275,3.7725,55.00397732,87.4095,51.82860069,0.143277162,0.0066,0.0343,0.0409,6e-4,-0.0186,0,0.0251,0.0062,5e-4,0,0,0,0.224255322,0,0.097307012,0.080362044999999993,0.044303137,0.257081942,0.079315799
Kean,18.158951743166515,0.40767701032374803,Montclair State,21.774087763032572,0.5923229896762517,-3.615136019866057,39.93303950619909,-9.023765414719879,NJAC,NJAC,NJAC,3.114,6.886,3.114,6.886,2.114,4.886,44.4761526,159.0962,52.99252876,0.073892306,0,0,0,0,-5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJAC,3.5963,6.4037,3.5963,6.4037,2.5963,4.4037,46.7494554,143.6383,52.91827396,0.083539904,6e-4,0,6e-4,0,-0.001,0,1e-4,0,0,0,0,0,0.001016949,0.003346203,0.025939709,6.40615e-4,0.020058747,0.001023404,8.11109e-4
Springfield,34.265793425186246,0.9268689136066228,Salve Regina,11.240506133340208,0.07313108639337706,23.025287291846038,45.50629955852645,-9.040679611997538,NEWMAC,NEWMAC,NEWMAC,7.7471,2.2529,7.7471,2.2529,6.7471,0.2529,63.81214465,33.2836,55.31636977,0.455319076,0.8777,0,0.8777,0,0.0365,0.1086,0.6678,0.1498,0.0442,0.0088,0.0015,3e-4,0.567318773,0,0.213466855,0.685164766,0.163988245,0.474202512,0.250913104,NEWMAC,7.233,2.767,7.233,2.767,4.233,2.767,60.19890882,55.21,52.69099946,0.202885744,0.0293,0.1694,0.1987,0.0087,-0.0178,0.1833,0.1584,0.0175,8e-4,0,0,0,0.46434944,0,0.36070282,0.296739322,0.282229669,0.195957822,0.2153247
Trinity Texas,41.42556126160659,0.9635552250367053,Southwestern,13.280735074415595,0.03644477496329464,28.144826187190993,54.706296336022184,-9.325829785486352,SAA,SAA,SAA,8.8525,1.1475,8.8525,1.1475,5.8525,1.1475,68.36555226,20.6376,55.08133169,0.536606987,0.3811,0.3948,0.7759,0.2573,-0.0294,0,0.7524,0.4587,0.1927,0.0717,0.0215,0.0057,0.467611956,0.3345474,0.49563869,0.491140856,0.424609302,0.489832372,0.402135119,SAA,4.5142,5.4858,4.5142,5.4858,2.5142,4.4858,49.45987341,125.4942,52.11769313,0.132211885,0.004,9e-4,0.0049,0,-0.0011,0,0.0023,1e-4,1e-4,0,0,0,0.064444955,0.006301101,0.016269994,0.021147454,0.009285041,0.006759553,0.040736956
Rochester,10.233105981305544,0.07096338184318839,Ithaca,32.909133792518325,0.9290366181568116,-22.676027811212784,43.14223977382387,-9.951289402040768,LL,LL,LL,5.9893,4.0107,5.9893,4.0107,2.9893,4.0107,50.55070833,118.1905,45.68482138,0.084853551,0.0032,0.0012,0.0044,0,-0.0252,0,0.0024,1e-4,0,0,0,0,0.064651924,0.004425224,0,0.005188679,0.025511002,0.014379085,0.006296106,LL,7.8536,2.1464,7.8536,2.1464,6.4412,0.5588,63.19844658,38.7894,56.70859217,0.281187846,0.7088,0.033,0.7418,0.0073,0.0853,0,0.5358,0.1952,0.0605,0.016,0.0039,2e-4,0.304165247,0.323742738,0,0.532067446,0.420522976,0.592350914,0.170768465
St. Norbert,28.801356104806345,0.713414263322124,Concordia Wis.,20.081276732783216,0.2865857366778762,8.720079372023129,48.88263283758956,-10.121787298534143,NACC,NACC,NACC,6.0281,3.9719,6.0281,3.9719,6.0281,1.9719,53.8879066,94.1157,49.60693094,0.117943493,0.1173,0,0.1173,0,-0.048,0.3633,0.021,9e-4,0,0,0,0,0.138175976,0.085466572,0.071948944,0.093191867,0.149776723,0.638983815,0.094185789,NACC,6.8138,3.1862,6.8138,3.1862,5.8138,2.1862,55.3584008,83.5414,46.5598519,0.150970212,0.0677,0,0.0677,0,0.0316,0.2229,0.0154,9e-4,1e-4,0,0,0,0.185199182,0.080590565,0.492873811,0.058312028,0.061552227,0,0.057735139
Hardin-Simmons,35.819632835180236,0.9629188374204144,Howard Payne,7.712615836390356,0.03708116257958568,28.10701699878988,43.53224867157059,-10.43425771249845,ASC,ASC,ASC,8.4941,1.5059,6.5012,1.4988,4.5012,1.4988,65.90246759,29.4969,55.37740667,0.434149833,0.4432,0.1775,0.6207,0.1387,0.0427,0,0.598,0.3759,0.1727,0.068,0.0243,0.0067,0.465697872,0.529480178,0.382976965,0.327248819,0.401669099,0.477847801,0.461350769,ASC,2.7815,7.2185,2.7815,6.2185,0.7815,5.2185,46.75464042,144.6906,56.65100243,0.115864609,0.0021,0,0.0021,0,-6e-4,0,0.0013,4e-4,2e-4,1e-4,0,0,0.020566596,0.006118778,0,0.026797586,0.019996912,0.007389089,0.024572885
Heidelberg,40.04764470569883,0.7820772241360566,Capital,27.96403070027893,0.2179227758639435,12.0836140054199,68.01167540597775,-11.50585440409806,OAC,OAC,OAC,4.4996,5.5004,4.4996,5.5004,3.4996,4.5004,49.12456748,127.8839,51.75909098,0.162517299,0.0016,0,0.0016,0,0.0011,0.0536,9e-4,1e-4,0,0,0,0,0.001949318,0.006065201,0.093023256,0.003121342,0.001726929,0.001907032,0.01336675,OAC,3.8729,6.1271,3.8729,6.1271,1.8842,6.1158,44.89087934,156.8886,47.2657304,0.059468733,0,0,0,0,-1e-4,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns Hopkins,46.89956697909587,0.9894996051717185,Dickinson,10.010790175556231,0.010500394828281447,36.88877680353964,56.910357154652104,-11.532516545202988,CC,CC,CC,9.5558,0.4442,9.5558,0.4442,6.5558,0.4442,77.71386724,4.5901,63.44853587,2.166308007,0.7636,0.2277,0.9913,0.8321,-7e-4,0.0079,0.9905,0.7763,0.5258,0.2842,0.1309,0.0492,0.110608226,0.040381038,0.110412684,0.324925767,0.052613636,0.068400919,0.068694666,CC,4.925,5.075,4.925,5.075,2.925,4.075,52.13236574,105.98,53.86690931,0.161018519,0.002,0.0111,0.0131,3e-4,-1e-4,0.6011,0.0117,0.002,1e-4,0,0,0,0.14958143,0.013322775,0.029125954,0.01506325,0.081654973,0.032638464,0.06547867
Augsburg,20.3849915047764,0.26824636416658637,St. Olaf,29.906119954074192,0.7317536358334137,-9.521128449297791,50.291111458850594,-12.201841386560469,MIAC,MIAC,MIAC,3.0647,6.9353,3.0647,5.9353,3.0647,5.9353,45.34247783,153.1602,51.87947182,0.046584064,0,0,0,0,-3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIAC,5.933,4.067,5.933,4.067,4.933,4.067,54.97275432,86.7437,51.58878981,0.097085028,0,0.0037,0.0037,0,-0.0346,0,0.0016,0,0,0,0,0,0.004978471,0.006939235,0.182092552,0.004251408,0.00429085,0.004115684,0.089956079
Salisbury,47.27195096759492,0.9790275535364379,TCNJ,14.699685079566386,0.020972446463562146,32.57226588802853,61.971636047161304,-12.396173296145953,NJAC,NJAC,NJAC,9.2993,0.7007,9.2993,0.7007,6.2993,0.7007,70.83197864,14.0523,56.24148693,0.773393799,0.5167,0.3643,0.881,0.4347,0.0238,0,0.8766,0.5972,0.2987,0.1255,0.0418,0.013,0.58124104,0.688701726,0.510595092,0.448366242,0.551638464,0.249912818,0.547831016,NJAC,6.3608,3.6392,6.3608,3.6392,3.3608,3.6392,56.07509406,79.9621,51.21805159,0.142114755,0.0045,0.0225,0.027,5e-4,0.0049,0,0.0245,0.0054,6e-4,1e-4,0,0,0.244972684,0.034584877,0.027789214,0.037579241,0.111498708,0.043538869,0.199392143
Lycoming,29.688607699228005,0.6486953153881915,Moravian,23.508514064788134,0.3513046846118085,6.180093634439871,53.19712176401614,-12.491537841879033,LAND,LAND,LAND,2.6419,7.3581,2.6419,7.3581,2.6419,3.3581,40.78098792,182.1427,49.48825146,0.086073037,0.0071,0,0.0071,0,0.0031,0.2845,0.001,0,0,0,0,0,0.009707174,0.276651242,0.029771318,0.014858535,0.010485701,0,0.008515231,LAND,2.3354,7.6646,2.3354,7.6646,2.3354,3.6646,40.06075764,184.5234,49.71460825,0.083796753,0.0086,0,0.0086,0,-0.0109,0.2121,0.0016,2e-4,0,0,0,0,0.014512763,0.017587306,0.010349117,0.033785879,0,0.010267422,0.229268904
Alfred State,24.268321655856706,0.6155968882384742,Morrisville State,19.473613036403474,0.38440311176152564,4.794708619453232,43.74193469226018,-12.796268576202039,E8,E8,E8,4.1908,5.8092,4.1908,5.8092,2.1908,4.8092,43.95396778,163.8488,45.09719649,0.092571776,2e-4,0,2e-4,0,-5e-4,0,0,0,0,0,0,0,3.19438e-4,0,0.006493506,2.21976e-4,0.010695187,6.05327e-4,7.04722e-4,E8,1.8073,8.1927,1.8073,8.1927,1.8073,5.1927,37.80055208,196.4345,49.11841589,0.074998388,0,0,0,0,-4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowdoin,17.200172374302312,0.21150092491462477,Williams,29.545677373651756,0.7884990750853753,-12.345504999349444,46.74584974795407,-12.860576701601087,NESCAC,NESCAC,NESCAC,2.2225,6.7775,2.2225,6.7775,2.2225,6.7775,39.67944592,183.7052,49.51972432,0.117817115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NESCAC,5.9816,3.0184,5.9816,3.0184,5.9816,3.0184,56.38034085,77.7832,49.91396723,0.136097525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaGrange,28.34685438152035,0.7964546192554666,N.C. Wesleyan,15.604981641341013,0.20354538074453332,12.741872740179339,43.951836022861364,-14.504797743697907,USAC,USAC,USAC,6.6608,3.3392,5.6608,3.3392,4.6608,2.3392,55.05900308,87.1278,51.36438692,0.132690655,0.2171,0,0.2171,0,0.0032,0,0.0896,0.006,2e-4,0,0,0,0.199716305,0.170488802,0.27232525,0.47318849,0.169623192,0.255556542,0.19639224,USAC,5.6025,4.3975,4.6025,4.3975,3.6025,3.3975,48.16356207,133.9533,46.7088942,0.101011229,0.0554,0,0.0554,0,0.0032,0,0.0076,0,0,0,0,0,0.125670231,0.088472574,0.237581934,0.063554557,0.062433546,0.054480514,0.111704961
George Fox,6.431744936720978,0.029209187216915317,Linfield,35.84907230813208,0.9707908127830848,-29.4173273714111,42.280817244853054,-14.787172263893165,NWC,NWC,NWC,2.816,7.184,2.816,7.184,2.816,5.184,40.79003346,181.5346,48.28756805,0.078337761,6e-4,0,6e-4,0,-3e-4,0,3e-4,0,0,0,0,0,0.020618557,0.003523194,0.002289203,7.48877e-4,7.15222e-4,0.001057888,0.001485468,NWC,7.6606,1.3394,7.6606,1.3394,6.6606,0.3394,63.08923731,37.4422,51.62776633,0.278839431,0.8039,0,0.8039,0,0.0052,0,0.6773,0.2305,0.1026,0.0367,0.0107,0.0024,0.328935954,0.549335165,0.720055255,0.527459459,0.665345755,0.38785118,0.392803059
Geneva,14.483093781027678,0.06363666726731006,Grove City,38.30741007825722,0.93636333273269,-23.824316297229544,52.7905038592849,-14.799018725391665,PAC,PAC,PAC,4.7566,5.2434,4.7566,5.2434,4.7566,3.2434,45.9000151,151.2363,44.81047286,0.056460946,0.0048,0,0.0048,0,0.0013,0.013,8e-4,0,0,0,0,0,0.050418024,0.004975124,0.007056185,0.00512492,0,0.060913706,0.036212371,PAC,6.9773,3.0227,6.9773,3.0227,5.9773,2.0227,59.27803069,58.4451,53.52757899,0.343188133,0.095,0.0465,0.1415,0,-0.444,0.1921,0.096,0.0156,0.006,0.0014,3e-4,1e-4,0.147096745,0.142828303,0.143480024,0.270399388,0.1418262,0.263738327,0.142211055
Austin,27.521636599906373,0.3869377184998755,Centenary La.,31.89042430414372,0.6130622815001245,-4.368787704237349,59.412060904050094,-15.823990664532158,SCAC,SCAC,SCAC,2.2746,6.7254,2.2746,6.7254,2.2746,4.7254,36.40025574,203.2203,43.77020756,0.033520353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCAC,3.3286,5.6714,3.3286,5.6714,3.3286,3.6714,42.25619045,172.5314,45.56536747,0.034275109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesleyan,27.649004437841292,0.8514625603318956,Hamilton,11.454059514495242,0.14853743966810443,16.19494492334605,39.103063952336534,-16.776520520364667,NESCAC,NESCAC,NESCAC,5.8276,3.1724,5.8276,3.1724,5.8276,3.1724,55.79071889,81.9784,49.99502936,0.187164256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NESCAC,2.7557,6.2443,2.7557,6.2443,2.7557,6.2443,42.59315188,170.3589,50.53234683,0.113976758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western New England,35.27378947014029,0.8298434234146157,Husson,20.478867982146514,0.17015657658538427,14.794921487993772,55.7526574522868,-18.75720014985777,CNE,CNE,CNE,6.5447,3.4553,6.5447,3.4553,4.5447,2.4553,55.90597653,80.1077,50.76871369,0.293606573,0.0339,0.0059,0.0398,0,-0.0891,0.3509,0.0114,3e-4,0,0,0,0,0.049410304,0,0.392892399,0.057544712,0.039907751,0.03981991,0.041675393,CNE,4.7304,5.2696,4.7304,5.2696,3.7304,3.2696,48.51888737,132.2672,49.69277761,0.136759982,0.0012,0,0.0012,0,-0.0166,0.1405,1e-4,0,0,0,0,0,0.00425481,0,0.00121347,0.006057547,0.002129547,9.27433e-4,0.001202164
Ripon,14.865753596577967,0.18425693478358024,Lake Forest,28.660256969421525,0.8157430652164198,-13.794503372843558,43.52601056599949,-19.151990264082997,MWC,MWC,MWC,5.047,4.953,5.047,4.953,5.047,3.953,47.29740687,141.316,45.55286356,0.07213756,0.0031,0,0.0031,0,0.001,0.0265,3e-4,1e-4,0,0,0,0,0.013618503,0.004173823,0.011238203,0.013175023,0.003188316,0.16224385,0.003245394,MWC,6.3456,3.6544,6.3456,3.6544,6.3456,2.6544,53.03642424,99.4535,47.67066509,0.060565112,1e-4,0,1e-4,0,0,0.1664,0,0,0,0,0,0,1.19904e-4,1.00371e-4,1.02407e-4,1.12007e-4,1.0008e-4,1.01543e-4,1.51057e-4
Macalester,29.06269324162421,0.4814801273806708,Hamline,29.660113963156718,0.5185198726193292,-0.597420721532508,58.72280720478093,-19.589334623514038,MIAC,MIAC,MIAC,2.0803,7.9197,2.0803,7.9197,1.0803,7.9197,39.10088448,193.3308,48.37866178,0.036786187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIAC,2.5245,7.4755,2.5245,7.4755,1.5245,7.4755,40.98884555,181.203,49.06072726,0.038973695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millikin,13.637351868880232,0.14319152741936653,Carroll,30.062250354630457,0.8568084725806336,-16.424898485750226,43.69960222351069,-20.170203242254086,CCIW,CCIW,CCIW,3.0149,6.9851,3.0149,6.9851,2.0149,6.9851,41.92384531,177.6065,47.78475771,0.05946108,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,CCIW,4.0091,5.9909,4.0091,5.9909,4.0091,4.9909,48.13554316,133.37,52.19819466,0.055086166,0,0,0,0,-2e-4,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0
Waynesburg,32.795626428824875,0.6871393960352388,Allegheny,25.310428347297048,0.31286060396476123,7.485198081527827,58.10605477612192,-20.470237843534946,PAC,PAC,PAC,4.6676,5.3324,4.6676,5.3324,4.6676,3.3324,45.62418497,152.8602,44.80872033,0.071280802,0.0014,0,0.0014,0,7e-4,0.0081,0,0,0,0,0,0,0.002088617,0.031147738,0.00389755,0.094594595,0.001781397,0.001690617,0,PAC,2.8581,7.1419,2.8581,7.1419,2.8581,5.1419,38.36166444,197.0577,44.18556542,0.081224297,0,0,0,0,-1e-4,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
Loras,10.05181335337739,0.02285726472089176,Central,41.58365340466673,0.9771427352791082,-31.531840051289336,51.63546675804412,-20.837977104754266,ARC,ARC,ARC,2.5735,7.4265,2.5735,7.4265,2.5735,5.4265,41.57760158,176.6277,49.35884358,0.189429095,0,0,0,0,-1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARC,8.6582,1.3418,8.6582,1.3418,6.6582,1.3418,68.04568995,21.2247,57.33244364,0.80730235400000006,0.2322,0.4973,0.7295,0.1916,0.0766,0,0.6808,0.3587,0.118,0.0342,0.0086,0.0016,0.368059882,0,0.502651451,0.351971541,0.543739968,0.370940125,0.49522185
Fitchburg State,24.58017972331931,0.46312532131668843,Framingham State,26.07056100734048,0.5368746786833114,-1.4903812840211685,50.65074073065979,-22.08728307155947,MASCAC,MASCAC,MASCAC,5.2101,4.7899,5.2101,4.7899,4.2101,4.7899,47.44940694,139.6798,44.61382509,0.094531746,0.0291,0,0.0291,0,0.0067,0,0.0019,0,0,0,0,0,0.057552165,0.037569041,0.062699442,0.091184947,0.04779677,0.103497309,0.037265453,MASCAC,6.7492,3.2508,6.7492,3.2508,6.7492,2.2508,54.57458628,89.8791,46.9956966,0.124242938,0.3368,0,0.3368,0,0.1354,0,0.0085,0,0,0,0,0,0.276892626,0,0.247951172,0.271949615,0.6450247,0.271601671,0.260303854
Gettysburg,16.889101652202154,0.07294973607253913,Franklin and Marshall,39.785876508561174,0.9270502639274609,-22.89677485635902,56.67497816076333,-22.303922935406636,CC,CC,CC,0.7585,9.2415,0.7585,9.2415,0.7585,6.2415,31.3408409,214.2387,44.2421915,0.137467553,0,0,0,0,0,0.0541,0,0,0,0,0,0,0,0,0,0,0,0,0,CC,5.5806,4.4194,5.5806,4.4194,3.5806,3.4194,55.51820695,83.5625,55.75520969,0.332155438,0.021,0.0343,0.0553,0.0022,9e-4,0.7229,0.0502,0.0164,0.0036,7e-4,0,0,0.060043431,0.100100077,0.093311602,0.122183007,0.055132871,0.223890891,0.278707811
Wilkes,29.407278155652577,0.8926899483704457,Catholic,10.35027921154388,0.10731005162955436,19.0569989441087,39.757557367196455,-23.50917033631504,LAND,LAND,LAND,5.5353,4.4647,5.5353,4.4647,3.5353,2.4647,51.93716263,107.8111,49.61083071,0.095539902,0.033,0,0.033,0,0.0065,0.546,0.0073,3e-4,0,0,0,0,0.026700851,0.038826124,0,0.037436274,0.034207526,0.51268036,0.065742377,LAND,2.7975,7.2025,2.7975,7.2025,1.7975,4.2025,40.53965753,184.2664,47.59583204,0.098982921,5e-4,0,5e-4,0,-5e-4,0.0812,0,0,0,0,0,0,0.001372655,6.18123e-4,0.001186803,0.075371165,0.001337256,0.005502421,0
Elmhurst,18.14485048629509,0.19885940144592926,Carthage,31.31287970251764,0.8011405985540708,-13.16802921622255,49.45773018881273,-24.290440458457184,CCIW,CCIW,CCIW,1.7532,8.2468,1.7532,8.2468,0.7532,8.2468,37.0395696,203.6073,46.97400997,0.064415035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCIW,3.6277,6.3723,3.6277,6.3723,2.6277,6.3723,45.94301373,149.8348,51.28570424,0.06601093,0,0,0,0,-9e-4,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakeland,24.63010768723158,0.04126396962519533,Aurora,52.39802034176642,0.9587360303748047,-27.76791265453484,77.028128028998,-24.352052264664067,NACC,NACC,NACC,4.3938,5.6062,4.3938,5.6062,4.3938,3.6062,46.37559428,146.2787,48.44174798,0.070670928,0.0157,0,0.0157,0,1e-4,0.0663,0.0012,1e-4,1e-4,0,0,0,0.229896676,0.036916374,0.018541809,0.040415483,0.013907788,0.016443438,0.042743824,NACC,7.7375,2.2625,7.7375,2.2625,6.7375,1.2625,60.54445504,50.1761,51.25454476,0.158515092,0.5992,0.0015,0.6007,0,0.2506,0.2495,0.2451,0.0366,0.0109,0.0019,4e-4,0,0.573113208,0.350840336,0.627458558,0,0.546641739,0.686079827,0.558506304
Kalamazoo,32.56774546478952,0.8166104316908557,Olivet,18.329924651265145,0.1833895683091443,14.237820813524372,50.89767011605466,-24.39125308913785,MIAA,MIAA,MIAA,4.4595,5.5405,4.4595,5.5405,1.4595,5.5405,46.6216345,144.9921,48.06448514,0.086662541,1e-4,0,1e-4,0,-5e-4,0,1e-4,0,0,0,0,0,1.27828e-4,0,0.00990099,3.50754e-4,5.49753e-4,0.006666667,5.40249e-4,MIAA,0.572,9.428,0.572,8.428,0.572,6.428,31.13973847,218.3849,46.87840557,0.094327489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,40.277186657751365,0.9442957508839449,Nebraska Wesleyan,15.433524779794872,0.05570424911605508,24.843661877956492,55.71071143754624,-24.526875079396028,ARC,ARC,ARC,4.8667,5.1333,4.8667,5.1333,4.8667,3.1333,50.84239145,115.5262,52.44570492,0.170675242,0.0067,0,0.0067,0,-0.0166,0,0.0028,4e-4,0,0,0,0,0.007036337,0.07727797,0.006829766,0.01025122,0.028805127,0.006758802,0,ARC,2.3781,7.6219,2.3781,5.6219,2.3781,5.6219,41.46667968,176.6358,46.20939531,0.325663593,0,0,0,0,-1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concordia-Moorhead,37.66184725509099,0.9430581089351632,St. Scholastica,13.007171268365145,0.05694189106483679,24.654675986725845,50.66901852345613,-26.226058179290156,MIAC,MIAC,MIAC,6.299,3.701,5.299,3.701,5.299,3.701,55.22005702,85.1983,52.53043634,0.140241042,0.0044,8e-4,0.0052,0,-0.0055,0,0.0042,0.002,4e-4,1e-4,0,0,0.005466204,0.003359259,0.101428114,0.003497095,0.056405771,0.00556626,0.010749794,MIAC,2.9867,7.0133,2.9867,7.0133,1.9867,7.0133,43.08042212,170.306,50.15512437,0.063251242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnegie Mellon,35.01221006163922,0.9883679292685769,McDaniel,0,0.011632070731423243,35.01221006163922,35.01221006163922,-26.858070309548424,CC,CC,CC,7.1964,2.8036,7.1964,2.8036,5.1964,1.8036,64.41348445,34.0234,60.57831242,0.812472897,0.1363,0.3986,0.5349,0.0547,-0.036,0.4313,0.5045,0.2544,0.0804,0.0241,0.0075,0.0015,0.42802635,0.395367779,0.469836657,0.513766114,0.432797224,0.496556954,0.466266227,CC,1.8244,8.1756,1.8244,8.1756,0.8244,6.1756,38.28240829,197.0957,47.32811787,0.145482719,0,0,0,0,0,0.0526,0,0,0,0,0,0,0,0,0,0,0,0,0
